0.41	30.27
3.38	30.81
6.67	31.53
9.64	32.06
12.61	32.78
15.90	33.50
18.87	34.04
21.83	34.58
25.13	35.30
28.09	35.83
31.06	36.55
34.36	36.91
37.32	37.63
40.29	37.99
43.25	38.71
46.55	39.25
49.51	39.79
52.81	40.15
55.78	40.68
58.74	41.22
62.04	41.58
65.00	42.12
67.97	42.66
71.26	43.20
74.23	43.56
77.52	44.10
80.49	44.46
83.78	45.00
86.75	45.36
90.04	45.72
93.01	46.08
96.30	46.62
99.27	47.15
102.56	47.33
105.53	47.87
108.82	48.23
111.79	48.77
115.08	48.95
118.05	49.49
121.35	49.85
124.31	50.39
127.61	50.75
130.57	51.11
133.87	51.47
136.83	52.01
140.13	52.37
143.09	52.73
146.39	53.09
149.68	53.45
152.65	53.99
155.94	54.35
158.91	54.71
162.20	55.07
165.17	55.60
168.46	55.96
171.43	56.50
174.72	56.86
177.69	57.22
180.98	57.58
183.95	58.12
187.24	58.48
190.21	58.84
193.50	59.38
196.47	59.74
199.76	60.10
202.73	60.64
206.02	61.00
208.99	61.36
212.28	61.72
215.25	62.26
218.54	62.62
221.51	62.98
224.80	63.34
227.77	63.70
231.06	64.06
234.03	64.41
237.32	64.95
240.62	65.31
243.58	65.67
246.88	66.03
249.84	66.39
253.14	66.75
256.10	67.11
259.40	67.47
262.36	67.83
265.66	68.19
268.95	68.55
271.92	68.91
275.21	69.27
278.18	69.63
281.47	69.99
284.44	70.35
287.73	70.71
291.03	71.07
293.99	71.43
297.29	71.79
300.25	72.15
303.55	72.33
306.51	72.87
309.81	73.23
312.77	73.41
316.07	73.77
319.03	74.13
322.33	74.49
325.29	75.03
328.26	75.21
331.55	75.57
334.52	75.93
337.81	76.29
341.11	76.65
344.07	77.01
347.37	77.37
350.33	77.73
353.63	78.09
