0.33	19.72
1.96	20.55
4.25	21.28
6.86	22.01
9.80	22.53
12.41	23.06
15.35	23.58
18.29	23.99
21.23	24.52
24.17	24.93
27.11	25.45
30.05	25.87
32.99	26.18
35.93	26.60
38.87	27.02
42.14	27.44
45.08	27.75
48.02	28.17
51.29	28.48
54.23	28.79
57.17	29.21
60.44	29.42
63.38	29.84
66.64	30.15
69.58	30.36
72.52	30.67
75.79	30.98
78.73	31.30
81.67	31.61
84.94	31.82
87.88	32.13
91.14	32.44
94.41	32.65
97.35	32.97
100.29	33.17
103.56	33.49
106.82	33.70
109.76	34.01
113.03	34.22
115.97	34.53
119.24	34.63
122.18	34.95
125.45	35.16
128.39	35.47
131.33	35.68
134.59	35.89
137.53	36.20
140.80	36.30
143.74	36.62
147.01	36.83
149.95	37.03
153.21	37.24
156.48	37.45
159.42	37.66
162.69	37.87
165.63	38.08
168.89	38.39
171.83	38.60
175.10	38.81
178.04	39.02
181.31	39.23
184.25	39.54
187.51	39.75
190.45	39.85
193.72	40.06
196.66	40.27
199.93	40.48
202.87	40.79
206.13	41.00
209.07	41.21
212.34	41.42
215.28	41.62
218.55	41.83
221.49	42.04
224.76	42.25
228.02	42.46
230.96	42.67
234.23	42.88
237.17	43.08
240.44	43.29
243.38	43.50
246.64	43.71
249.58	43.92
252.85	44.13
255.79	44.34
259.06	44.55
262.00	44.75
265.26	44.86
268.20	45.17
271.47	45.38
274.74	45.48
277.68	45.69
280.94	45.90
283.88	46.21
287.15	46.32
290.09	46.53
293.36	46.74
296.30	46.94
299.56	47.15
302.51	47.36
305.77	47.47
309.04	47.68
311.98	47.88
315.25	48.09
318.19	48.30
321.13	48.51
324.39	48.61
327.33	48.82
330.60	49.03
333.87	49.14
336.81	49.45
340.07	49.55
343.01	49.76
346.28	49.97
349.22	50.18
352.49	50.28
