Reaction		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150	151	152	153	154	155	156	157	158	159	160	161	162	163	164	165	166	167	168	169	170	171	172	173	174	175	176	177	178	179	180
O2[s] => 	0.001938	0.001914	0.001861	0.001927	0.002023	0.002062	0.002092	0.002124	0.002158	0.002193	0.002229	0.002266	0.002304	0.002342	0.002381	0.002406	0.002431	0.002456	0.002480	0.002503	0.002526	0.002548	0.002570	0.002591	0.002611	0.002631	0.002649	0.002667	0.002683	0.002699	0.002714	0.002728	0.002743	0.002757	0.002772	0.002786	0.002800	0.002814	0.002828	0.002841	0.002855	0.002868	0.002882	0.002901	0.002920	0.002939	0.002958	0.002977	0.002996	0.003015	0.003033	0.003052	0.003070	0.003089	0.003108	0.003126	0.003145	0.003163	0.003181	0.003200	0.003218	0.003236	0.003254	0.003272	0.003290	0.003308	0.003325	0.003343	0.003360	0.003377	0.003395	0.003412	0.003429	0.003446	0.003462	0.003479	0.003495	0.003512	0.003528	0.003544	0.003560	0.003576	0.003592	0.003608	0.003624	0.003639	0.003655	0.003670	0.003685	0.003701	0.003716	0.003731	0.003746	0.003761	0.003775	0.003790	0.003805	0.003819	0.003834	0.003848	0.003862	0.003876	0.003890	0.003904	0.003918	0.003932	0.003945	0.003959	0.003972	0.003985	0.003998	0.004010	0.004023	0.004036	0.004048	0.004060	0.004072	0.004083	0.004095	0.004106	0.004117	0.004128	0.004138	0.004149	0.004159	0.004169	0.004179	0.004189	0.004198	0.004207	0.004216	0.004225	0.004234	0.004242	0.004252	0.004261	0.004271	0.004281	0.004290	0.004299	0.004309	0.004318	0.004327	0.004336	0.004345	0.004354	0.004363	0.004372	0.004380	0.004389	0.004398	0.004407	0.004416	0.004425	0.004434	0.004443	0.004452	0.004462	0.004471	0.004480	0.004490	0.004500	0.004509	0.004519	0.004529	0.004539	0.004549	0.004560	0.004570	0.004580	0.004591	0.004601	0.004612	0.004623	0.004634	0.004645	0.004656	0.004667	0.004678	0.004689
Pi[s] <=> 	-0.000000	-0.000000	-0.000000	0.000001	0.000001	0.000001	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000003	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000002	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001	0.000001
H2O[s] <=> 	-0.001338	-0.001370	-0.001448	-0.001557	-0.001672	-0.001718	-0.001751	-0.001784	-0.001816	-0.001849	-0.001882	-0.001916	-0.001950	-0.001984	-0.002018	-0.002043	-0.002067	-0.002090	-0.002113	-0.002135	-0.002156	-0.002177	-0.002196	-0.002215	-0.002233	-0.002250	-0.002265	-0.002280	-0.002293	-0.002305	-0.002317	-0.002328	-0.002339	-0.002350	-0.002361	-0.002372	-0.002383	-0.002393	-0.002403	-0.002414	-0.002424	-0.002434	-0.002443	-0.002457	-0.002471	-0.002485	-0.002498	-0.002512	-0.002525	-0.002538	-0.002552	-0.002565	-0.002578	-0.002591	-0.002605	-0.002618	-0.002631	-0.002644	-0.002657	-0.002670	-0.002683	-0.002696	-0.002709	-0.002721	-0.002734	-0.002747	-0.002759	-0.002771	-0.002784	-0.002796	-0.002808	-0.002820	-0.002832	-0.002844	-0.002856	-0.002868	-0.002879	-0.002891	-0.002902	-0.002914	-0.002925	-0.002936	-0.002948	-0.002959	-0.002970	-0.002981	-0.002992	-0.003003	-0.003014	-0.003025	-0.003036	-0.003047	-0.003057	-0.003068	-0.003079	-0.003089	-0.003100	-0.003111	-0.003121	-0.003132	-0.003142	-0.003152	-0.003163	-0.003173	-0.003183	-0.003193	-0.003203	-0.003213	-0.003222	-0.003232	-0.003241	-0.003251	-0.003260	-0.003269	-0.003278	-0.003287	-0.003295	-0.003304	-0.003312	-0.003320	-0.003328	-0.003336	-0.003344	-0.003351	-0.003358	-0.003366	-0.003373	-0.003379	-0.003386	-0.003393	-0.003399	-0.003406	-0.003412	-0.003418	-0.003424	-0.003431	-0.003438	-0.003445	-0.003452	-0.003458	-0.003465	-0.003472	-0.003478	-0.003485	-0.003491	-0.003498	-0.003504	-0.003511	-0.003517	-0.003524	-0.003530	-0.003537	-0.003544	-0.003551	-0.003558	-0.003565	-0.003572	-0.003579	-0.003587	-0.003594	-0.003602	-0.003610	-0.003618	-0.003626	-0.003634	-0.003642	-0.003650	-0.003659	-0.003667	-0.003676	-0.003684	-0.003693	-0.003702	-0.003711	-0.003720	-0.003729	-0.003739	-0.003748	-0.003757	-0.003767
sulfate[s] <=> 	-0.000002	-0.000009	-0.000026	-0.000034	-0.000040	-0.000042	-0.000044	-0.000045	-0.000043	-0.000041	-0.000039	-0.000037	-0.000035	-0.000033	-0.000031	-0.000031	-0.000032	-0.000032	-0.000032	-0.000032	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000030	-0.000030	-0.000030	-0.000030	-0.000030	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000031	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000032	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033	-0.000033
Na+[s] <=> 	0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	-0.000000	0.000000	-0.000000	-0.000000	-0.000000	-0.000000	0.000000	0.000000	-0.000000	-0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000000	0.000000
chloride[s] <=> 	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000	-0.000000
lactose[s] <=> 	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
glucose[s] <=> 	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
alanine[s] <=> 	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
arginine[s] <=> 	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
